Publish_Dates,Mains,Sources,Document_Types,Web_Urls,New_Desks,Section_Names,Snippets
2016-01-05,Louvre and Other Paris Museums See Attendance Drop Linked to Terror Attacks,The New York Times,blogpost,http://artsbeat.blogs.nytimes.com/2016/01/05/louvre-and-other-paris-museums-see-attendance-drop-linked-to-terror-attacks/,Culture,Arts,"Attendance at the Louvre and some other Paris museums was down in 2015, with officials citing cancellation of school visits because of the terror attacks in the city."
2016-01-05,Republican Candidates Tread Carefully to Oregon Protest Standoff,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/05/republican-candidates-tread-carefully-to-oregon-protest-standoff/,Politics,U.S.,"The Republican Party is one that espouses the virtues of limited government, but this year’s group of presidential candidates is treading carefully as a standoff between authorities and armed antigovernment protesters in Oregon drags on."
2016-01-05,What Would You Ask Rand Paul?,The New York Times,blogpost,http://takingnote.blogs.nytimes.com/2016/01/05/what-would-you-ask-rand-paul/,OpEd,Opinion,Senator Paul will answer a question from a reader during his visit on Wednesday.
2016-01-05,Jeb Bush to Focus on Daughter&#8217;s Struggles With Drugs,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/05/jeb-bush-to-focus-on-daughters-struggles-with-drugs/,Politics,U.S.,"Former Gov. Jeb Bush of Florida, who promised to run for president by showing voters his heart, is making an especially personal appeal in New Hampshire, where he plans to discuss his daughter’s struggles with addiction."
2016-01-05,"Who, or What, Is in the Best Interest of This Foster Child?",The New York Times,blogpost,http://parenting.blogs.nytimes.com/2016/01/05/who-or-what-is-in-the-best-interest-of-this-foster-child/,Styles,U.S.,BlueJay has already spent more than half of his life bouncing from place to place. It’s time to help him land for good.
2016-01-05,Daily Report: Activision Continues E-Sports Video Strategy,The New York Times,blogpost,http://bits.blogs.nytimes.com/2016/01/05/daily-report-activision-continues-e-sports-video-strategy/,Business,Technology,"“I want to build the ESPN of video games,” said Robert A. Kotick, Activision’s chief executive."
2016-01-05,"Bill Clinton to Return to Campaign Trail, in Iowa",The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/05/bill-clinton-to-return-to-campaign-trail-in-iowa/,Politics,U.S.,"The former president has stops in Cedar Rapids and Dubuque on Thursday, in his first events without Hillary Clinton in Iowa."
2016-01-05,1941: Mexico Reports New Nazi Plot,The New York Times,blogpost,http://iht-retrospective.blogs.nytimes.com/2016/01/05/1941-mexico-reports-new-nazi-plot/,Foreign,World,From the International Herald Tribune archives: A plot by Nazis against the United States is discovered by Mexico in 1941.
2016-01-05,A Vanished Native,The New York Times,article,http://www.nytimes.com/2016/01/05/nyregion/metropolitan-diary-a-vanished-native.html,Metro,N.Y. / Region,"Recalling a troubled, gritty man who needed affection, and who disappeared one day."
2016-01-05,"‘Making a Murderer’ Left Out Crucial Facts, Prosecutor Says",The New York Times,article,http://www.nytimes.com/2016/01/05/arts/television/ken-kratz-making-a-murderer.html,Culture,Arts,"Ken Kratz, featured in the popular Netflix documentary, accused the filmmakers of harboring an agenda to portray a convicted murderer as innocent."
2016-01-05,Red Pencils Ready?,The New York Times,blogpost,http://afterdeadline.blogs.nytimes.com/2016/01/05/red-pencils-ready-12/,None,Times Topics,"For this week’s roundup of grammar, style and other editing missteps, we bring you the latest After Deadline Quiz."
2016-01-05,Dance This Week: Realness Starts on the Lower East Side,The New York Times,article,http://www.nytimes.com/2016/01/05/arts/dance/dance-this-week-realness-starts-on-the-lower-east-side.html,Culture,Arts,"Two festivals, American Realness and Coil, open downtown; Big Dance offers short pieces; and the Royal Ballet exports a quadruple bill."
2016-01-05,1891: Battles With Indians,The New York Times,blogpost,http://iht-retrospective.blogs.nytimes.com/2016/01/05/1891-battles-with-indians/,Foreign,World,From the International Herald Tribune archives: Battles between United States troops and the Sioux are fought in 1891.
2016-01-05,Obama&rsquo;s Effort to Go It Alone on Guns Brings Republicans Together,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/05/obamas-effort-to-go-it-alone-on-guns-brings-republicans-together/,Politics,U.S.,"President Obama will kick off the new year — his final year in office — on Tuesday with executive actions on guns that are already causing a stir on the campaign trail, and Republican candidates wasted no time in denouncing the president’s expected actions as an abuse of power."
2016-01-05,"Weekly News Quiz | Dec. 29, 2015-Jan. 4, 2016",The New York Times,blogpost,http://learning.blogs.nytimes.com/2016/01/05/weekly-news-quiz-dec-29-2015-jan-4-2016/,None,Education,Have you been following this week’s news? Take our quiz to see what you know and to learn more.
2016-01-05,在印度，孤独和工业的碰撞,The New York Times,multimedia,http://www.nytimes.com/video/business/100000004125525/india-china-invest-cn.html,Business Day,Business Day,在印度西部，一座绩优跨国公司的工业园正在改变地貌。但在最大的租赁方签署合同3年后，这篇曾用于放牧的土地仍然空置着。
2016-01-05,Poll Watch: Americans Show Selective Objection to a President&#8217;s Executive Actions,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/05/poll-watch-americans-show-selective-objection-to-a-presidents-executive-actions/,Politics,U.S.,"Though most Republican candidates have accused President Obama of an abuse of power in his expected executive actions to expand background check requirements for some gun sales, Americans’ feelings about executive actions tend to depend mostly on how they feel about the underlying policies."
2016-01-05,A Talk With Idris Elba,The New York Times,multimedia,http://www.nytimes.com/video/movies/100000004111848/idris-removed.html,Movies,Movies,"The British actor Idris Elba is up for two Golden Globe awards this year, for the BBC series “Luther” and the Netflix film “Beasts of No Nation.” He says his role in “Beasts” is his darkest yet."
2016-01-05,The Cultural Contours of Saving a Life,The New York Times,blogpost,http://opinionator.blogs.nytimes.com/2016/01/05/the-cultural-contours-of-saving-a-life/,OpEd,Opinion,"I could keep pounding on the patient’s chest, but the tiny Liberian hospital lacked the resources to keep her alive."
2016-01-05,"Bernie Sanders, Speaking in New York, Is Expected to Call for Financial Overhauls",The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/05/bernie-sanders-speaking-in-new-york-expected-to-seek-financial-overhauls/,Politics,U.S.,"Senator Bernie Sanders of Vermont, who often bemoans the influence of “millionaires and billionaires” in America, is expected to call for the breakup of some banks deemed “too big to fail.”"
2016-01-05,Jeb Bush Begins Swing Through New Hampshire to Pursue Elusive Momentum,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/05/jeb-bush-begins-swing-through-new-hampshire-to-pursue-elusive-momentum/,Politics,U.S.,"Mr. Bush, who has declared New Hampshire his “second home,” opens a three-day, seven-event trip through the state. Mr. Bush, who needs a top-tier finish in New Hampshire to revive his stalled campaign, plans on Tuesday to include a discussion about the state’s heroin epidemic and to roll out his drug control strategy."
2016-01-05,Morning Agenda:  A Growing Conflict in Wall St. Buyouts,The New York Times,blogpost,http://news.blogs.nytimes.com/2016/01/05/morning-agenda-a-growing-conflict-in-wall-st-buyouts/,None,Blogs,Markets Calmer After a Tumultuous Start to the Year | G.M. Invests in Lyft | Dalian Wanda to Buy Stake in Legendary Entertainment
2016-01-05,New York Today: Empire State of Conflict,The New York Times,article,http://www.nytimes.com/2016/01/05/nyregion/new-york-today-empire-state-of-conflict.html,Metro,N.Y. / Region,"Tuesday: A look at city politics in 2016, freezing weather, and mulching your Christmas tree."
2016-01-05,Your Tuesday Briefing,The New York Times,multimedia,http://www.nytimes.com/slideshow/2016/01/05/nytnow/your-tuesday-briefing.html,NYT Now,NYT Now,Here’s what you need to know about your day.
2016-01-05,Conservative Group Sends G.O.P. Candidates a Letter Demanding Repeal of Obama&#8217;s Health Care Law,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/05/conservative-group-sends-letter-to-g-o-p-candidates-demanding-repeal-of-obamas-health-care-law/,Politics,U.S.,"As the House prepares to send a repeal of the Affordable Care Act to President Obama, who will veto it, Heritage Action for America will send a letter to the Republican presidential candidates demanding they repeal it if they win the general election."
2016-01-05,"Your Tuesday Briefing: Saudi Arabia, Oregon, Donald Trump",The New York Times,article,http://www.nytimes.com/2016/01/05/nytnow/latest-news-saudi-arabia-oregon-donald-trump.html,NYTNow,NYT Now,Here’s what you need to know to start your day.
2016-01-05,The Migrant Effort to Cross the English Channel,The New York Times,blogpost,http://lens.blogs.nytimes.com/2016/01/05/refugees-dash-across-the-english-channel/,None,Multimedia/Photos,"From “The Jungle” in Calais, France, migrants fleeing Syria’s conflict hop onto trucks or moving trains in a desperate — and often futile — effort to reach England."
2016-01-05,What Are the Sounds That Make Up the Background Noise in Your Life?,The New York Times,blogpost,http://learning.blogs.nytimes.com/2016/01/05/what-are-the-sounds-that-make-up-the-background-noise-in-your-life/,None,Education,"Do the sounds you hear provide you with comfort? Do they feel familiar? Or, do you find them by and large annoying or unpleasant?"
2016-01-05,News Q&#8217;s | How Do Sunni and Shia Islam Differ?,The New York Times,blogpost,http://learning.blogs.nytimes.com/2016/01/05/news-qs-how-do-sunni-and-shia-islam-differ/,None,Education,What caused the split between Sunni and Shia Islam?
2016-01-05,How You Can Measure a Senator as a Presidential Contender,The New York Times,article,http://www.nytimes.com/2016/01/05/upshot/how-you-can-measure-a-senator-as-a-presidential-contender.html,Business,The Upshot,"Comparing the Senate careers of a handful of would-be presidents yields some instructive comparisons, but it may not help you decide who to vote for."
2016-01-05,An Investment Strategy to Save the Planet,The New York Times,blogpost,http://opinionator.blogs.nytimes.com/2016/01/05/an-investment-strategy-to-save-the-planet/,OpEd,Opinion,A major commitment by a New York State pension fund could popularize a new style of investment that rewards companies with low carbon footprints.
2016-01-05,Time to Talk Robots,The New York Times,article,http://www.nytimes.com/2016/01/05/opinion/campaign-stops/time-to-talk-robots.html,OpEd,Opinion,"Politicians love to mourn the demise of manufacturing, but their statements oversimplify the problems and ignore the real source of trouble."
2016-01-05,The Age of Small Terror,The New York Times,article,http://www.nytimes.com/2016/01/05/opinion/the-age-of-small-terror.html,OpEd,Opinion,We must wage an intellectual battle against the subtle corrosion of open society that results from frequent small threatening acts.
2016-01-05,Reduce the N.F.L.’s Play Clock,The New York Times,article,http://www.nytimes.com/2016/01/05/opinion/reduce-the-nfls-play-clock.html,OpEd,Opinion,"Twenty-five seconds, instead of 40, would make the game safer."
2016-01-05,Angling for the Hopping Mad,The New York Times,article,http://www.nytimes.com/2016/01/05/opinion/angling-for-the-hopping-mad.html,Editorial,Opinion,A new survey seems to hold some explanation for Donald Trump’s and Bernie Sanders’s popularity by appealing to angry Americans.
2016-01-05,The Conservative Case for Solar Subsidies,The New York Times,article,http://www.nytimes.com/2016/01/05/opinion/the-conservative-case-for-solar-subsidies.html,OpEd,Opinion,"Forget Solyndra. With the right subsidies, the industry can be a boon for consumers, the economy — and the environment."
2016-01-05,Whither Crimea?,The New York Times,article,http://www.nytimes.com/2016/01/05/opinion/whither-crimea.html,Letters,Opinion,"“The West should never recognize the attempted annexation of Crimea,” writes a former U.S. ambassador to Ukraine."
2016-01-05,Don’t Legalize Hoverboards,The New York Times,article,http://www.nytimes.com/2016/01/05/opinion/dont-legalize-hoverboards.html,Letters,Opinion,Readers say pedestrian safety would be compromised.
2016-01-05,Creating Buildings for Conversations,The New York Times,article,http://www.nytimes.com/2016/01/05/opinion/creating-buildings-for-conversations.html,Letters,Opinion,A reader says we need to give a much higher priority to building spaces where we can hear one another.
2016-01-05,An Extended School Day,The New York Times,article,http://www.nytimes.com/2016/01/05/opinion/an-extended-school-day.html,Letters,Opinion,ExpandED Schools writes to counter the move by the Success Academy to shorten the school day.
2016-01-05,A ‘Caregiving Credit’ for Social Security Benefits,The New York Times,article,http://www.nytimes.com/2016/01/05/opinion/a-caregiving-credit-for-social-security-benefits.html,Letters,Opinion,A reader praises a suggestion by Eduardo Porter to lessen the penalty for those who leave jobs to care for loved ones.
2016-01-05,Nigeria Goes to the Mall,The New York Times,article,http://www.nytimes.com/2016/01/05/world/africa/nigeria-goes-to-the-mall.html,Foreign,World,"With its surging middle class, Africa’s most populous nation is embracing the places, and culture, that are sagging in America."
2016-01-05,Quotation of the Day,The New York Times,article,http://www.nytimes.com/2016/01/05/todayspaper/quotation-of-the-day.html,Summary,Today’s Paper,"Quotation of the Day for Tuesday, January 5, 2016."
2016-01-05,"Corrections: January 5, 2016",The New York Times,article,http://www.nytimes.com/2016/01/05/pageoneplus/corrections-january-5-2016.html,Summary,Corrections,"Corrections appearing in print on Tuesday, January 5, 2016."
2016-01-05,"Ted Cruz&#8217;s Iowa Bus Tour: Eggs, and Wisecracks, Over Easy",The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/05/ted-cruzs-iowa-bus-tour-eggs-and-wisecracks-over-easy/,Politics,U.S.,"Ted Cruz poured cups of coffee and rubbed elbows with supporters during a stop at Penny’s Diner in Missouri Valley, Iowa."
2016-01-05,What to Watch Tuesday,The New York Times,article,http://www.nytimes.com/2016/01/05/arts/music/what-to-watch-tuesday.html,Culture,Arts,Television highlights.
2016-01-05,"In 3 Overtimes, No. 1 Kansas Ekes Past No. 2 Oklahoma",The New York Times,article,http://www.nytimes.com/2016/01/05/sports/ncaabasketball/in-3-overtimes-no-1-kansas-ekes-past-no-2-oklahoma.html,Sports,Sports,"Perry Ellis had 27 points and 13 rebounds, Devonte Graham hit a go-ahead free throw in the third overtime, and No. 1 Kansas won an early showdown of Final Four contenders."
2016-01-05,Russia to Face Finland in Juniors Final,The New York Times,article,http://www.nytimes.com/2016/01/05/sports/hockey/russia-to-face-finland-in-juniors-final.html,Sports,Sports,"Yegor Korshkov had a goal and an assist, and Russia advanced to the gold medal game of the world junior hockey championship with a 2-1 win over the United States in Helsinki."
2016-01-05,Virginia Tech Shocks No. 4 Virginia,The New York Times,article,http://www.nytimes.com/2016/01/05/sports/basketball/virginia-tech-shocks-no-4-virginia.html,Sports,Sports,"Zach LeDay scored 18 points in the second half and blocked London Perrantes’s attempt to tie the game in the final seconds as host Virginia Tech (10-5, 2-0 Atlantic Coast Conference) won a 70-68 stunner over No. 4 Virginia (12-2, 1-1)."
2016-01-05,Track Stadium Power Is Shut Off,The New York Times,article,http://www.nytimes.com/2016/01/05/sports/olympics/track-stadium-power-is-shut-off.html,Sports,Sports,"The track and field stadium for the Rio de Janeiro Olympics was without power or water, with the city hall and the soccer club Botafogo blaming each other for unpaid utility bills."
2016-01-05,Leicester Signs 19-Year-Old Winger,The New York Times,article,http://www.nytimes.com/2016/01/05/sports/soccer/leicester-signs-19-year-old-winger.html,Sports,Sports,"Leicester became the first Premier League contender to make a move in the transfer market, signing the winger Demarai Gray, 19, from second-tier Birmingham."
2016-01-05,DraftKings and FanDuel Seek Stay,The New York Times,article,http://www.nytimes.com/2016/01/05/sports/draftkings-and-fanduel-seek-stay.html,Sports,Sports,The daily fantasy sports websites DraftKings and FanDuel asked the State Supreme Court Appellate Division in Manhattan to allow them to continue operating in New York as they appeal a lower-court judge’s order to stop.
2016-01-05,Two From Ole Miss Declare for Draft,The New York Times,article,http://www.nytimes.com/2016/01/05/sports/ncaafootball/two-from-ole-miss-declare-for-draft.html,Sports,Sports,"Two Mississippi stars — Laquon Treadwell, who led the Southeastern Conference with 1,153 receiving yards, and left tackle Laremy Tunsil — were among the players to declare for the N.F.L. draft."
2016-01-05,Tennessee Settles Discrimination Suit,The New York Times,article,http://www.nytimes.com/2016/01/05/sports/tennessee-settles-discrimination-suit.html,Sports,Sports,"A former Tennessee associate director of sports medicine and two former strength coaches settled a gender discrimination and retaliation lawsuit they filed against the university in 2012 for $750,000 and attorneys’ fees."
2016-01-05,"Tar Heel Scores 39, With 23 Rebounds",The New York Times,article,http://www.nytimes.com/2016/01/05/sports/ncaabasketball/tar-heel-scores-39-with-23-rebounds.html,Sports,Sports,"Brice Johnson had career highs of 39 points and 23 rebounds, leading No. 6 North Carolina (14-2, 3-0 Atlantic Coast Conference) to a 106-90 victory at Florida State (10-4, 0-2) on Monday night."
2016-01-05,"Manhattan Apartment Prices Reached $1.15 Million Mark in 2015, Reports Say",The New York Times,article,http://www.nytimes.com/2016/01/05/nyregion/manhattan-apartment-prices-reached-1-15-million-mark-in-2015-reports-say.html,Metro,N.Y. / Region,"Real estate firms said the average sales price also hit a new high of nearly $2 million, boosted by sales of ultraluxury apartments in new developments."
2016-01-05,Word of the Day + Quiz | atypical,The New York Times,blogpost,http://learning.blogs.nytimes.com/2016/01/05/word-of-the-day-quiz-atypical/,None,Education,This word has appeared in 128 New York Times articles in the past year.
2016-01-05,"Paid Notice: Deaths  BOESCHENSTEIN, JOSEPHINE MOLL",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9801E3DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"BOESCHENSTEIN--Josephine Moll, ""Molly."" October 29, 1930-December 30, 2015. Josephine Moll ""Molly"" Boeschenstein passed away peacefully Wednesday, December 30, 2015, in Hobe Sound, FL. Molly was born Josephine Hamlin Moll on October 29, 1930, in Detroit, MI, to Josephine Hamlin and The Honorable Lester Moll, a prominent Detroit prosecutor and judge. She grew up in Grosse Pointe, MI. In 1953, she married William W. Boeschenstein, who was working for Owens Corning in Detroit. The couple later moved to Perrysburg, Ohio, where they raised four sons. Mr. Boeschenstein ultimately became Chief Executive Officer and Chairman of Owens Corning in Toledo, Ohio. Although her husband became the public face of the company, Molly was a genuine partner to him throughout his career. Molly was known for her intelligence, style, love of competition, and her outstanding, irreverent sense of humor. Conversations with her were punctuated by astute observations, humorous ripostes, and often times belly shaking laughter. She had a wide and deep circle of friends from every corner of her life. Molly was deeply involved in a number of civic and charitable organizations. Notably, she was the first President of the St. Vincent Medical Center Foundation in Toledo, OH, a committed volunteer at the Toledo Museum of Art, and a member of the Board of Directors of The National Council on Alcoholism and Addiction and The Freedom Institute in New York. Molly and her husband have made their principal residence in Hobe Sound, FL. She is survived by her husband of 62 years, William W. Boeschenstein, sons William Jr., Michael, Peter and Stephen, their spouses, and 10 grandchildren and one great- grandchild. Funeral services are pending. Memorial contributions may be made to the Toledo Museum of Art, the Jupiter Medical Center Foundation in Jupiter, FL or the Martin Health Foundation in Stuart, FL. 1/3"
2016-01-05,"Paid Notice: Deaths  DIAMANT, JOAN CHAMPION",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9B02E3DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"DIAMANT--Joan Champion, died December 18 in Lenox, MA. Born in New York; studied at The Walden School and The Art Students League; worked at Pierre Matisse Gallery. Moved with second husband Lincoln Diamant to Ossining, NY, where she mastered bookbinding, then returned to painting. Ageless at 91, she was, like one of her Hudson Valley or Berkshire landscapes, the cynosure of any room. Survived by her son, Anthony Bruck, of Chicago; stepson, Rolf Diamant, and daughter-in-law Nora Mitchell, of Woodstock, VT. 1/3"
2016-01-05,"Paid Notice: Deaths  ANGELO, JOHN",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9C05E3DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"ANGELO--John. The Board of Trustees and families of Ocean Beach Club mourn the passing of John Angelo. John was a longtime member of Ocean Beach Club and he will be deeply missed. Our thoughts are with his wife, Judy, and all the members of the Angelo family. William Herrman II, President, Shawn Wallach, Secretary 1/3"
2016-01-05,"Paid Notice: Deaths  PEARLMAN, BERNARD",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9F07E2DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"PEARLMAN--Bernard, of New York City, New York on January 2, 2016 at the age of 93 years. Husband of Sylvia. Father of Robert and Allan. One grandson, Daniel, also survives him. Funeral service Tuesday, 11am, at the Schwartz Brothers-Jeffer Memorial Chapels, 114-03 Queens Boulevard, Forest Hills. Interment at the Calverton National Cemetery, Calverton, NY. 1/3"
2016-01-05,"Paid Notice: Deaths  TARSHIS, STEVE",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9B03E2DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"TARSHIS--Steve, 1949-2016. Cherished husband, father, brother, son. Acclaimed musician and teacher who touched so many lives. 1/3"
2016-01-05,"Paid Notice: Deaths  CHELOUCHE, ROSLYN R",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9900E3DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"CHELOUCHE--Roslyn R. (Ros), May 24, 1937-December 31, 2015. Loving mother of Adina Chelouche (George Tellides); cherished grandmother of Alexander, Theodore and Julia Tellides. Services will be held at Plaza Jewish Community Chapel, NYC on January 7 at 12:45pm. 1/3"
2016-01-05,"Paid Notice: Deaths  ROGERS, WAYNE M",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9A00E2DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"ROGERS--Wayne M. The staff at Kleinfeld Bridal is deeply saddened by the death of its Chairman, Wayne Rogers. From the 1990's to the present, Wayne in partnership with Ronald Rothstein and Mara Urshel, built Kleinfeld into the most successful designer bridal retailer in the world. He helped expand the Kleinfeld name into 150 countries through the hit ""Say Yes to the Dress"" TV show and he licensed the brand to HBC for Canada. Wayne followed no rules, no industry practices and believed one always had to enjoy the freedom of free thought with no boundaries. Wayne loved Kleinfeld and its success, its dedicated staff and its brides. His personal charm and caring nature was a blessing to everyone who worked at Kleinfeld. We extend our sincere and heartfelt condolences to Amy, Laura, Bill and their families. He will be truly missed. Ronald R. Rothstein and Mara Urshel 1/3"
2016-01-05,"Paid Notice: Deaths  COTTY, EDMOND",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9A03E3DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"COTTY--Edmond, 92, died December 28 at his home in Scarsdale, NY. Son of Gustave Cotty and Marie Parisod, he earned his MBA from the University of Lausanne, Switzerland. There he met his wife, Yvette Mina Chuard. He emigrated to New York City in 1948 to join the investment firm of Istel, Lepercq & Co. He went on to be president of John Bristol & Co. (1964) and founder of Cotty, Feldman & Co. (1971) which merged with New Court Securities/Rothschild, Inc. (1974) where he directed their Investment Management Division until his retirement (1993). He was very active in the Scarsdale Congregational Church. He is predeceased by his beloved wife of 57 years, Yvette, and by his treasured daughter, Isabelle Cotty. He is survived by his daughter Anne-Claude Cotty and son Phil Cotty. A celebration of his life will be held on Saturday, January 9 at 11am at the Scarsdale Congregational Church, 1 Heathcote Road, Scarsdale, NY. Donations may be made in his honor to White Plains Hospital or Scarsdale Volunteer Ambulance. 1/3"
2016-01-05,"Paid Notice: Deaths  KAPLAN, GILBERT",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9E04E2DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"KAPLAN--Gilbert, died peacefully on the morning of January 1, 2016, with Lena, his wife of 45 years, and their four loving children by his side. An uncommon man in every respect, he founded Institutional Investor magazine at the age of 26, serving as its Publisher and Editor-in-Chief for the next two decades, only to embark on a second life as a renowned amateur conductor of Mahler's Second Symphony. He said of the symphony that it ""wrapped itself around me and never let go."" This passion ultimately led to conducting engagements with over 60 orchestras throughout the world, acclaimed recordings of the work with the London Symphony Orchestra and the Vienna Philharmonic and, more recently, a faculty position at Juilliard. His private life was just as rich. He married the woman he loved at first sight, loved her deeply to the end, and together they presided over a family of four beautiful children, Kristina Wallison, Claude Davies, John Kaplan and Emily Kaplan, and eight grandchildren. All grieve profoundly at his passing, but feel deeply blessed to have loved and been loved by this remarkable man. The family will receive friends at the Frank E. Campbell Funeral Chapel, 1076 Madison Avenue (at 81st Street) in New York City, on Thursday, January 7 at 2-5pm and 7-9pm. Friends are invited to email stories and condolences to: gilkaplanfamily@gmail.com. 1/3"
2016-01-05,"Paid Notice: Deaths  GILBERT, EDWARD M.",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=950CE3DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"GILBERT--Edward M.,dubbed the ""Boy Wonder of Wall Street"" in the 1950's, died peacefully at his home in Santa Fe, New Mexico on Wednesday, December 23, 2015. He was five days short of his 93rd birthday. Eddie lived a unique and exceptional life. As a young man, Eddie fought bravely in World War II and received a Purple Heart and a Bronze Star. He had many achievements. He was a competitive springboard diver and in 1942 made the U.S. Open at Forest Hills; he had a world-renowned stamp collection and gave generously to many causes in Santa Fe. In 1992, Eddie co-founded BGK Group, a highly successful commercial real estate company headquartered in Santa Fe. Under Eddie's leadership the company acquired a large national portfolio as well as premier buildings in New Mexico, Texas and elsewhere. By 2010, when New York-based Rosemont Real Estate acquired part ownership of BGK, Gilbert's company was the largest holder of commercial real estate in New Mexico, owning properties in 28 states. He was ""larger than life"" say his children. He will be greatly missed. He is survived by his wife Peaches, seven children, Robin, Alexandra (Ronald), Dominique, Nina, Sasha, Beatrice and Zoe and three grandchildren, Brooke, Ross and Yeabsira. 1/3"
2016-01-05,"Paid Notice: Deaths  ANGELO, JOHN",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9E07E3DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"ANGELO--John. Central Park Conservancy mourns the passing of John Angelo, devoted husband of our friend and Board member, Judy Hart Angelo. On behalf of the Board of Trustees, management, and staff of Central Park Conservancy, we send our heartfelt condolences to the entire Angelo family. 1/3"
2016-01-05,"Paid Notice: Deaths  BIALER, STEWART SIDNEY",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9F06E3DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"BIALER--Stewart Sidney, died on November 27 following a battle with melanoma. He was 72. Stewart was born in Brooklyn, NY, to Lena and Solomon Bialer. He impacted countless lives as a passionate teacher in New York City's public schools. He gave generously, sharing his wisdom, compassion, time, home, heart, harvest and money-always seeking lives to enrich and the ways in which he could help. He is survived by his wife Susan BeGasse; children Emily and Lisa; sons-in-law Jordan and Jerry; and grandchildren Ori, Alyssa, Aaron, Julia, Jacob and Laila. Stewart's son, Adam, died suddenly two weeks following his death. 1/3"
2016-01-05,"Paid Notice: Deaths  HOCHSWENDER, WOODY",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9D05E2DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"HOCHSWENDER--Woody, June 20, 1951, to December 31, 2015. His name was Wiliam Joseph Hochswender III, but everyone knew him as Woody. For many, he was the lanky, redheaded and perennially boyish fashion and style reporter for The New York Times, Harper's Bazaar, Esquire and Golf. For others, he was an inspirational practitioner of Nichiren Buddhism: he brought comfort, joy and wisdom to many through his example, his guidance and his two books, ""The Buddha in Your Mirror"" and ""The Buddha in Your Rearview Mirror."" In Sharon, CT, where he had lived since 1993, he was known as a quirky character with memorable pickup trucks (his beautiful golden retriever, Lola, nearly always along for the ride) and a passion for swimming, biking and otherwise enjoying the beauty around him. For his daughter, Kate, he was her biggest cheerleader as well as the person who always encouraged her to set a high standard and then meet it. He adored her, and she adored him. A true journalist, Woody was interested in everything; for the past few years, he was able to travel widely and meet interesting people in the company of his girlfriend, Kirsten Jensen. His daughter and former wife, Cynthia, were glad that he was able to enrich his life and expand his horizons with Kirsten before his death, from a glioblastoma tumor, on December 31. For a full obituary and details of his January 17 memorial service in Lakeville, CT, go to his memorial website at www.forevermissed.com. 1/3"
2016-01-05,"Paid Notice: Deaths  DICKLER, RUTH",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=940DE3DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"DICKLER--Ruth. The officers and staff of The Pollock-Krasner Foundation mourn the passing of Ruth Dickler, beloved wife and widow of Gerald Dickler, the Founder Chairman of The Pollock-Krasner Foundation. For over thirty years, Ruth gave advice and counsel to the Foundation's program. We will miss her wisdom, grace and generosity. We extend our deepest sympathy to her family. Charles Bergman, Chairman Samuel Sachs II, President Kerrie Buitrago, Executive Vice President 1/3"
